web-scraper-order,web-scraper-start-url,url,url-href,title,time,date,venue,image-src,price,tags
"1554997664-471","https://www.eventbrite.com/d/dc--washington/all-events/?page=26","WSS Short Course: Applications of Hot Deck Imputation Methods to Survey DataWSS Short Course: Applications of Hot Deck Imputation Methods to Survey Dat...","https://www.eventbrite.com/e/wss-short-course-applications-of-hot-deck-imputation-methods-to-survey-data-tickets-58032020335?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""}]"
"1554982937-152","https://www.eventbrite.com/d/dc--washington/all-events/?page=42","WVAU Presents: Nick at Nite PromWVAU Presents: Nick at Nite Prom","https://www.eventbrite.com/e/wvau-presents-nick-at-nite-prom-tickets-60080399091?aff=ebdssbdestsearch","WVAU Presents: Nick at Nite Prom","8:00 PM – 10:30 PM EDT","Fri, April 19, 2019","Songbyrd 
									2477 18th st NW 
									Washington , DC 20009 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554999138-759","https://www.eventbrite.com/d/dc--washington/all-events/?page=11","Breaking News! US Intelligence and the PressBreaking News! US Intelligence and the Press","https://www.eventbrite.com/e/breaking-news-us-intelligence-and-the-press-tickets-59236808890?aff=ebdssbdestsearch","Breaking News! US Intelligence and the Press","7:00 PM – 8:30 PM EDT","Tue, April 16, 2019","National Press Club
									529 14th Street Northwest 
									Washington, DC 20045 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""reporting responsibly on intelligence-related issues. What risks do members of the press take into account when disclosing intelligence-related information? Does the press play any role in the politicization of intelligence? Under what circumstances can the press and intelligence agencies cooperate and engage in mutually beneficial discussions?""},{""tags"":""What risks do members of the press take into account when disclosing intelligence-related information? Does the press play any role in the politicization of intelligence? Under what circumstances can the press and intelligence agencies cooperate and engage in mutually beneficial discussions?""},{""tags"":""Does the press play any role in the politicization of intelligence? Under what circumstances can the press and intelligence agencies cooperate and engage in mutually beneficial discussions?""},{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Government""}]"
"1554988732-288","https://www.eventbrite.com/d/dc--washington/all-events/?page=35","D.C. Divas season opener vs. PittsburghD.C. Divas season opener vs. Pittsburgh","https://www.eventbrite.com/e/dc-divas-season-opener-vs-pittsburgh-tickets-58770960525?aff=ebdssbdestsearch","D.C. Divas season opener vs. Pittsburgh","6:00 PM – 9:00 PM EDT","Sat, April 13, 2019","The St. James Sports and Active Entertainment Center
									6805 Industrial Road 
									Springfield, VA 22151 
									United States 
								
									View Map
									View Map","","$10 – $20","[{""tags"":""Things to do in Springfield, VA""},{""tags"":""Attraction""},{""tags"":""Sports & Fitness""}]"
"1554998003-536","https://www.eventbrite.com/d/dc--washington/all-events/?page=22","MCAEL's 6th Annual Grown-Up Spelling Bee to Support Adult English LiteracyMCAEL's 6th Annual Grown-Up Spelling Bee to Support Adult English Literacy","https://www.eventbrite.com/e/mcaels-6th-annual-grown-up-spelling-bee-to-support-adult-english-literacy-tickets-53966532351?aff=ebdssbdestsearch","MCAEL's 6th Annual Grown-Up Spelling Bee to Support Adult English Literacy","6:30 PM – 8:30 PM EDT","Wed, May 8, 2019","Montgomery College
									7995 Georgia Avenue 
									Silver Spring, MD 20910 
									United States 
								
									View Map
									View Map","","$25 – $250","[{""tags"":""Things to do in Silver Spring, MD""},{""tags"":""Game""},{""tags"":""Family & Education""}]"
"1554985760-218","https://www.eventbrite.com/d/dc--washington/all-events/?page=39","White Ford Bronco @ The Bullpen - 5/3White Ford Bronco @ The Bullpen - 5/3","https://www.eventbrite.com/e/white-ford-bronco-the-bullpen-53-tickets-59493518716?aff=ebdssbdestsearch","White Ford Bronco @ The Bullpen - 5/3","6:00 PM – 10:00 PM EDT","Fri, May 3, 2019","The Bullpen
									1201 Half Street Southeast 
									Washington, DC 20003 
									United States 
								
									View Map
									View Map","","$18","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1555000093-960","https://www.eventbrite.com/d/dc--washington/all-events/?page=1","Citizens' Climate 10th Annual International Conference & Lobby DayCitizens' Climate 10th Annual International Conference & Lobby Day","https://www.eventbrite.com/e/citizens-climate-10th-annual-international-conference-lobby-day-tickets-54999360568?aff=ebdssbdestsearch","Citizens' Climate 10th Annual International Conference & Lobby Day","Tue, Jun 11, 2019, 11:00 PM EDT","Sat, Jun 8, 2019, 2:00 PM –","Omni Shoreham Hotel
									2500 Calvert Street Northwest 
									Washington, DC 20008 
									United States 
								
									View Map
									View Map","","$35 – $129","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Charity & Causes""}]"
"1554997251-397","https://www.eventbrite.com/d/dc--washington/all-events/?page=29","Conversation with Ethiopia’s Health Minister Dr. Amir Aman and top Ethiopia's Minister of Health Officials: Opportunities for Diaspora Professionals in Ethiopia's Health SectorConversation with Ethiopia’s Health Minister Dr. Amir Aman and top Ethiopia...","https://www.eventbrite.com/e/conversation-with-ethiopias-health-minister-dr-amir-aman-and-top-ethiopias-minister-of-health-tickets-59897162024?aff=ebdssbdestsearch","Conversation with Ethiopia’s Health Minister Dr. Amir Aman and top Ethiopia...","6:00 PM – 9:00 PM EDT","Thu, April 11, 2019","Marriott Marquis Washington
									901 Massachusetts Avenue Northwest 
									George Washington University Room 
									Washington, DC 20001 
									United States","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Health""}]"
"1554998648-666","https://www.eventbrite.com/d/dc--washington/all-events/?page=16","5th Annual Food Justice Youth Summit5th Annual Food Justice Youth Summit","https://www.eventbrite.com/e/5th-annual-food-justice-youth-summit-tickets-56121305335?aff=ebdssbdestsearch","5th Annual Food Justice Youth Summit","9:30 AM – 3:00 PM EDT","Fri, April 12, 2019","University of the District of Columbia
									4200 Connecticut Avenue Northwest 
									Washington, DC 20008 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""School Activities""}]"
"1554999264-785","https://www.eventbrite.com/d/dc--washington/all-events/?page=10","RIAMS Porch Fest 2019RIAMS Porch Fest 2019","https://www.eventbrite.com/e/riams-porch-fest-2019-tickets-55037668147?aff=ebdssbdestsearch","RIAMS Porch Fest 2019","2:00 PM – 6:00 PM EDT","Sat, April 13, 2019","Rhode Island Avenue NE Main Street
									Rhode Island Ave NE 
									Washington, DC 20018 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Festival""},{""tags"":""Music""}]"
"1554996925-345","https://www.eventbrite.com/d/dc--washington/all-events/?page=32","Anacostia River Festival Trash Clean Up 2019Anacostia River Festival Trash Clean Up 2019","https://www.eventbrite.com/e/anacostia-river-festival-trash-clean-up-2019-tickets-54538102934?aff=ebdssbdestsearch","Anacostia River Festival Trash Clean Up 2019","8:30 AM – 12:00 PM EDT","Sat, April 13, 2019","Anacostia Park at Good Hope Rd
									1100 Good Hope Road Southeast 
									Washington, DC 20020 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Other""},{""tags"":""Other""}]"
"1554981442-111","https://www.eventbrite.com/d/dc--washington/all-events/?page=44","Premature Widows 3rd Annual Jazz BrunchPremature Widows 3rd Annual Jazz Brunch","https://www.eventbrite.com/e/premature-widows-3rd-annual-jazz-brunch-tickets-58797867003?aff=ebdssbdestsearch","Premature Widows 3rd Annual Jazz Brunch","11:30 AM – 3:00 PM EDT","Sat, May 18, 2019","Anderson/Coleman Conference Center
									The Sanctuary at Kingdom Square 
									9033 Central Avenue 
									Capitol Heights, MD 20743 
									United States 
								
									View Map
									View Map","","$45 – $400","[{""tags"":""Things to do in Capitol Heights, MD""},{""tags"":""Party""},{""tags"":""Charity & Causes""}]"
"1554997937-524","https://www.eventbrite.com/d/dc--washington/all-events/?page=23","Spring Social Returns!Spring Social Returns!","https://www.eventbrite.com/e/spring-social-returns-tickets-59617390219?aff=ebdssbdestsearch","Spring Social Returns!","5:00 PM – 9:00 PM EDT","Thu, April 11, 2019","Provision No. 14
									2100 14th Street Northwest 
									Washington, DC 20009 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""}]"
"1554997633-465","https://www.eventbrite.com/d/dc--washington/all-events/?page=26","Deplorables Tour with Alexander DavisDeplorables Tour with Alexander Davis","https://www.eventbrite.com/e/deplorables-tour-with-alexander-davis-tickets-56139630145?aff=ebdssbdestsearch","Deplorables Tour with Alexander Davis","","Sat, Apr 13, 2019, 5:00 PM EDT","Trump International Hotel Washington, D.C.
									1100 Pennsylvania Avenue Northwest 
									Washington, DC 20004 
									United States 
								
									View Map
									View Map","","$100","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Tour""},{""tags"":""Government""}]"
"1554980591-33","https://www.eventbrite.com/d/dc--washington/all-events/?page=48","Investing in Interventions that Address Non-Medical Health–Related Social NeedsInvesting in Interventions that Address Non-Medical Health–Related Social N...","https://www.eventbrite.com/e/investing-in-interventions-that-address-non-medical-healthrelated-social-needs-tickets-59337606378?aff=ebdssbdestsearch","Investing in Interventions that Address Non-Medical Health–Related Social N...","8:30 AM – 5:00 PM EDT","Fri, April 26, 2019","Keck Center, Room 100
									500 Fifth Street NW 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Networking""},{""tags"":""Health""}]"
"1554996720-311","https://www.eventbrite.com/d/dc--washington/all-events/?page=34","TakeOver Brocolli Bar ( Spring series-episode 2)TakeOver Brocolli Bar ( Spring series-episode 2)","https://www.eventbrite.com/e/takeover-brocolli-bar-spring-series-episode-2-tickets-59842921790?aff=ebdssbdestsearch","TakeOver Brocolli Bar ( Spring series-episode 2)","4:00 PM – 10:00 PM EDT","Sun, April 21, 2019","Broccoli City Bar
									1817 7th Street Northwest 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","$0 – $10","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554984608-190","https://www.eventbrite.com/d/dc--washington/all-events/?page=40","Conversations About Food: Food Tank Live from the U.S. CapitolConversations About Food: Food Tank Live from the U.S. Capitol","https://www.eventbrite.com/e/conversations-about-food-food-tank-live-from-the-us-capitol-tickets-59376841732?aff=ebdssbdestsearch","Conversations About Food: Food Tank Live from the U.S. Capitol","12:00 PM – 1:15 PM EDT","Fri, May 10, 2019","Select a different date","","Free","[{""tags"":""Riana Lynn (FoodTrace), Congresswoman Chellie Pingree; Danielle Nierenberg (Food Tank), Mark Zornes, Winnow Solutions; and more to be announced soon!""},{""tags"":"";""},{""tags"":""(Food Tank), Mark Zornes, Winnow Solutions; and more to be announced soon!""},{""tags"":""and more to be announced soon!""},{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Food & Drink""}]"
"1554999166-765","https://www.eventbrite.com/d/dc--washington/all-events/?page=11","Nellie's Drag BrunchNellie's Drag Brunch","https://www.eventbrite.com/e/nellies-drag-brunch-tickets-55120156873?aff=ebdssbdestsearch","Nellie's Drag Brunch","1:30 PM – 4:00 PM EDT","Sat, April 13, 2019","Select a different date","","$41.91","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Attraction""},{""tags"":""Food & Drink""}]"
"1554980521-20","https://www.eventbrite.com/d/dc--washington/all-events/?page=49","Getting the Most out of the Federal Appropriations ProcessGetting the Most out of the Federal Appropriations Process","https://www.eventbrite.com/e/getting-the-most-out-of-the-federal-appropriations-process-tickets-58872704845?aff=ebdssbdestsearch","Getting the Most out of the Federal Appropriations Process","11:30 AM – 2:00 PM EDT","Thu, April 25, 2019","Cloyd Heck Marvin Center
									800 21st Street Northwest 
									Continental Ballroom 
									Washington, DC 20052 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Networking""},{""tags"":""Government""}]"
"1554997281-403","https://www.eventbrite.com/d/dc--washington/all-events/?page=29","Keto Made Easy! Burn Fat & Get Paid! (Oxon Hill, MD) Keto Made Easy! Burn Fat & Get Paid! (Oxon Hill, MD)","https://www.eventbrite.com/e/keto-made-easy-burn-fat-get-paid-oxon-hill-md-tickets-59785487001?aff=ebdssbdestsearch","Keto Made Easy! Burn Fat & Get Paid! (Oxon Hill, MD)","7:00 PM – 9:00 PM EDT","Thu, April 18, 2019","Harborside Hotel
									6400 Oxon Hill Rd 
									Oxon Hill, MD 20745 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Oxon Hill, MD""},{""tags"":""Class""},{""tags"":""Health""}]"
"1554998773-683","https://www.eventbrite.com/d/dc--washington/all-events/?page=15","$2 Dollar Tuesdays at Stadium Club$2 Dollar Tuesdays at Stadium Club","https://www.eventbrite.com/e/2-dollar-tuesdays-at-stadium-club-tickets-46526824986?aff=ebdssbdestsearch","$2 Dollar Tuesdays at Stadium Club","Wed, Apr 17, 2019, 2:00 AM EDT","Tue, Apr 16, 2019, 10:00 PM –","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Music""}]"
"1554981331-101","https://www.eventbrite.com/d/dc--washington/all-events/?page=44","Kids Fashion Week PlayShop FairKids Fashion Week PlayShop Fair","https://www.eventbrite.com/e/kids-fashion-week-playshop-fair-tickets-58438658601?aff=ebdssbdestsearch","Kids Fashion Week PlayShop Fair","12:00 PM – 4:00 PM EDT","Sat, April 13, 2019","Patrick Henry Recreation Center
									4653 Taney Ave 
									Alexandria, VA 22304 
									United States 
								
									View Map
									View Map","","$0 – $200","[{""tags"":""Things to do in Alexandria, VA""},{""tags"":""Festival""},{""tags"":""Family & Education""}]"
"1554981028-71","https://www.eventbrite.com/d/dc--washington/all-events/?page=46","City Streets and Civil Unrest: The Costs of Public Violence in the Weimar and Nazi ErasCity Streets and Civil Unrest: The Costs of Public Violence in the Weimar a...","https://www.eventbrite.com/e/city-streets-and-civil-unrest-the-costs-of-public-violence-in-the-weimar-and-nazi-eras-tickets-55431721772?aff=ebdssbdestsearch","City Streets and Civil Unrest: The Costs of Public Violence in the Weimar a...","6:00 PM – 8:00 PM EDT","Thu, April 11, 2019","German Historical Institute
									1607 New Hampshire Avenue Northwest 
									Washington, DC 20009 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Government""}]"
